snr_db,decoder,n_frames,ber,fer,avg_iters,hw_cycles_mean,hw_cycles_p95,hw_cycles_p99,hw_cycles_max,hw_time_us_mean,hw_time_us_p95,hw_time_us_p99,hw_time_us_max,ber_stage1,fer_stage1,grand_invocation_rate,stage1_cycles_mean,stage1_cycles_p95,stage1_cycles_p99,stage1_cycles_max,grand_cycles_mean,grand_cycles_p95,grand_cycles_p99,grand_cycles_max,patterns_tested_mean,patterns_tested_p95,patterns_tested_p99,patterns_tested_max,patterns_evaluated_mean,patterns_evaluated_p95,patterns_evaluated_p99,patterns_evaluated_max,patterns_tested_mean_if_grand,patterns_tested_p95_if_grand,patterns_tested_p99_if_grand,patterns_tested_max_if_grand,patterns_evaluated_mean_if_grand,patterns_evaluated_p95_if_grand,patterns_evaluated_p99_if_grand,patterns_evaluated_max_if_grand,pre_solver_attempt_rate,pre_solver_success_rate_total,pre_solver_success_rate_if_attempted,peel_candidate_mean,peel_candidate_p95,peel_candidate_max,peel_residual_vars_mean,peel_residual_vars_p95,peel_residual_vars_max
7.0,hybsv15,3482,0.013757885014733422,0.05743825387708214,5.05255600229753,41847.766800689256,632755.7,633642.0,642321.0,52.30970850086158,790.9446250000001,792.0525,802.90125,0.013758309853889317,0.05829982768523837,0.05829982768523837,7036.714531878231,21156.0,21156.0,21156.0,34811.05226881103,611599.7,612486.0,621165.0,6351.182940838598,110566.0,110566.0,110566.0,6351.236932797243,110566.0,110566.0,110566.0,108939.99507389162,110566.0,110566.0,110566.0,108940.92118226601,110566.0,110566.0,110566.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.0,hybptg4,579,0.03216657213518513,0.3454231433506045,3.447322970639033,393648.5872193437,1287614.5,1289324.28,1289773.0,492.0607340241795,1609.518125,1611.65535,1612.21625,0.032269407057669314,0.41278065630397237,0.41278065630397237,4920.834196891192,5877.0,5877.0,5877.0,388727.7530224525,1281737.5,1283447.28,1283896.0,72182.03799654577,208967.0,208967.0,208967.0,72182.03799654577,208967.0,208967.0,208967.0,174867.78242677826,208967.0,208967.0,208967.0,174867.78242677826,208967.0,208967.0,208967.0,0.06735751295336788,0.06735751295336788,1.0,1.5043177892918826,20.200000000000045,28.0,0.0,0.0,0.0
7.0,hybptg8,2021,0.016113811634641,0.09896091044037605,4.373577436912419,125002.28005937654,1291465.0,1293966.4,1296272.0,156.25285007422065,1614.33125,1617.458,1620.34,0.016127810358103817,0.11133102424542306,0.11133102424542306,6110.636318654131,11433.0,11433.0,11433.0,118891.64374072241,1280032.0,1282533.4,1284839.0,20679.564571994062,208967.0,208967.0,208967.0,20679.564571994062,208967.0,208967.0,208967.0,185748.44444444444,208967.0,208967.0,208967.0,185748.44444444444,208967.0,208967.0,208967.0,0.012370113805047007,0.012370113805047007,1.0,0.23552696684809502,0.0,28.0,0.0,0.0,0.0
7.0,hybptg15,3455,0.013378422062185839,0.05788712011577424,5.07959479015919,79340.82489146166,1231441.9999999993,1303117.28,1305450.0,99.17603111432706,1539.302499999999,1628.8966,1631.8125,0.013381472696289573,0.06020260492040521,0.06020260492040521,7074.882199710564,21156.0,21156.0,21156.0,72265.94269175109,1210285.9999999993,1281961.28,1284294.0,12096.497829232996,208967.0,208967.0,208967.0,12096.497829232996,208967.0,208967.0,208967.0,200929.8076923077,208967.0,208967.0,208967.0,200929.8076923077,208967.0,208967.0,208967.0,0.0023154848046309695,0.0023154848046309695,1.0,0.04833574529667149,0.0,28.0,0.0,0.0,0.0
7.5,ldpc4,604,0.02482402817508523,0.33112582781456956,3.3559602649006623,4767.720198675496,5877.0,5877.0,5877.0,5.959650248344371,7.34625,7.34625,7.34625,0.02482402817508523,0.33112582781456956,0.0,4767.720198675496,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,ldpc8,2204,0.010158876008118644,0.09074410163339383,4.217332123411978,5887.003176043557,11433.0,11433.0,11433.0,7.3587539700544475,14.29125,14.29125,14.29125,0.010158876008118644,0.09074410163339383,0.0,5887.003176043557,11433.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,ldpc15,4772,0.010329532603897488,0.041911148365465216,4.675188600167645,6507.290444258173,18057.0,21156.0,21156.0,8.134113055322716,22.57125,26.445,26.445,0.010329532603897488,0.041911148365465216,0.0,6507.290444258173,18057.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,ldpc20,6193,0.00858772836672823,0.03229452607782981,4.850960762150815,6748.351041498466,18057.0,28101.0,28101.0,8.435438801873083,22.57125,35.12625,35.12625,0.00858772836672823,0.03229452607782981,0.0,6748.351041498466,18057.0,28101.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,ldpc100,8773,0.0071997140905022605,0.022797218739313802,6.77806907557278,9422.055853185911,16668.0,139221.0,139221.0,11.77756981648239,20.835,174.02625,174.02625,0.0071997140905022605,0.022797218739313802,0.0,9422.055853185911,16668.0,139221.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,hyb4,577,0.02531841908258386,0.3466204506065858,3.398613518197574,53684.92547660312,159568.6,160199.0,161076.0,67.1061568457539,199.46075000000002,200.24875,201.345,0.02532931506568355,0.36741767764298094,0.36741767764298094,4838.615251299827,5877.0,5877.0,5877.0,48846.31022530329,153691.6,154322.0,155199.0,11906.318890814558,34370.0,34370.0,34370.0,11908.353552859619,34370.0,34370.0,34370.0,32405.405660377357,34370.0,34370.0,34370.0,32410.943396226416,34370.0,34370.0,34370.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,hyb8,1984,0.013820064957530062,0.10080645161290322,4.283266129032258,20860.451612903227,164716.1,165433.68,165874.0,26.07556451612903,205.895125,206.79209999999998,207.3425,0.013824072610469555,0.10786290322580645,0.10786290322580645,5984.080645161291,11433.0,11433.0,11433.0,14876.370967741936,153283.1,154000.68,154441.0,3471.0438508064517,34370.0,34370.0,34370.0,3471.625504032258,34370.0,34370.0,34370.0,32180.144859813085,34370.0,34370.0,34370.0,32185.53738317757,34370.0,34370.0,34370.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,hyb15,5049,0.009268891197624229,0.03961180431768667,4.672806496335908,12519.498910675382,18057.0,175186.0,175649.0,15.649373638344226,22.57125,218.9825,219.56125,0.009269001067643601,0.040007922360863535,0.040007922360863535,6503.370766488413,18057.0,21156.0,21156.0,6016.128144186968,0.0,154030.0,154493.0,1361.4622697563875,0.0,34370.0,34370.0,1361.5189146365617,0.0,34370.0,34370.0,34029.816831683165,34370.0,34370.0,34370.0,34031.232673267325,34370.0,34370.0,34370.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,hybsv4,571,0.025705577259867978,0.3502626970227671,3.3677758318739053,203313.78633975482,623667.5,627756.8,632887.0,254.1422329246935,779.5843749999999,784.696,791.10875,0.02571982611218769,0.37478108581436076,0.37478108581436076,4798.145359019264,5877.0,5877.0,5877.0,198515.64098073554,617790.5,621879.8,627010.0,38821.677758318736,110566.0,110566.0,110566.0,38823.35201401051,110566.0,110566.0,110566.0,103584.94392523365,110566.0,110566.0,110566.0,103589.41121495327,110566.0,110566.0,110566.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,hybsv8,2184,0.013496065386782842,0.09157509157509157,4.256868131868132,60030.85164835165,623551.8,628644.64,634240.0,75.03856456043957,779.43975,785.8058,792.8,0.013498774709018791,0.09661172161172162,0.09661172161172162,5943.802197802198,11433.0,11433.0,11433.0,54087.04945054945,612118.8,617211.64,622807.0,10151.968864468865,110566.0,110566.0,110566.0,10152.524267399267,110566.0,110566.0,110566.0,105080.09478672985,110566.0,110566.0,110566.0,105085.84360189573,110566.0,110566.0,110566.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,hybsv15,4472,0.010312688549925375,0.044722719141323794,4.739042933810376,33735.3177549195,19446.0,633628.58,641744.0,42.16914719364938,24.3075,792.035725,802.18,0.01031281259592891,0.04539355992844365,0.04539355992844365,6597.101967799642,19446.0,21156.0,21156.0,27138.215787119858,0.0,612472.58,620588.0,4944.8193202146695,0.0,110566.0,110566.0,4944.836538461538,0.0,110566.0,110566.0,108932.17733990148,110566.0,110566.0,110566.0,108932.5566502463,110566.0,110566.0,110566.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
7.5,hybptg4,699,0.025886780354013764,0.2861230329041488,3.347639484978541,327771.77253218886,1287555.2,1289079.68,1290306.0,409.714715665236,1609.444,1611.3496,1612.8825,0.025961908813097324,0.34334763948497854,0.34334763948497854,4760.085836909871,5877.0,5877.0,5877.0,323011.686695279,1281678.2,1283202.68,1284429.0,59790.27181688126,208967.0,208967.0,208967.0,59790.27181688126,208967.0,208967.0,208967.0,174139.16666666666,208967.0,208967.0,208967.0,174139.16666666666,208967.0,208967.0,208967.0,0.05722460658082976,0.05722460658082976,1.0,1.2260371959942775,7.0,28.0,0.0,0.0,0.0
7.5,hybptg8,2549,0.011587529394286191,0.07846214201647705,4.238917222440173,99626.00313848568,1252462.1999999988,1293528.52,1296196.0,124.53250392310709,1565.5777499999986,1616.91065,1620.245,0.011597612824149625,0.0878775990584543,0.0878775990584543,5916.064731267164,11433.0,11433.0,11433.0,93709.93840721852,1241029.1999999988,1282095.52,1284763.0,16395.99843075716,208967.0,208967.0,208967.0,16395.99843075716,208967.0,208967.0,208967.0,186577.67857142858,208967.0,208967.0,208967.0,186577.67857142858,208967.0,208967.0,208967.0,0.009415457041977247,0.009415457041977247,1.0,0.17065515888583757,0.0,28.0,0.0,0.0,0.0
7.5,hybptg15,5562,0.008603758545412765,0.03595828838547285,4.663430420711974,51510.03451995685,16668.0,1302689.82,1305472.0,64.38754314994607,20.835,1628.362275,1631.84,0.00860638493666873,0.037935994246673856,0.037935994246673856,6489.682308522114,16668.0,21156.0,21156.0,45020.352211434736,0.0,1281533.82,1284316.0,7514.095649047105,0.0,208967.0,208967.0,7514.095649047105,0.0,208967.0,208967.0,198072.98578199052,208967.0,208967.0,208967.0,198072.98578199052,208967.0,208967.0,208967.0,0.001977705861201007,0.001977705861201007,1.0,0.038655160014383315,0.0,28.0,0.0,0.0,0.0
8.0,ldpc4,623,0.023865422606779565,0.32102728731942215,3.298555377207063,4684.743178170144,5877.0,5877.0,5877.0,5.855928972712681,7.34625,7.34625,7.34625,0.023865422606779565,0.32102728731942215,0.0,4684.743178170144,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,ldpc8,2635,0.009059808787038388,0.07590132827324478,4.121442125237191,5749.047438330171,11433.0,11433.0,11433.0,7.1863092979127146,14.29125,14.29125,14.29125,0.009059808787038388,0.07590132827324478,0.0,5749.047438330171,11433.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,ldpc15,7243,0.006519225459063924,0.027612867596299877,4.364904045285103,6071.71544939942,13890.0,21156.0,21156.0,7.589644311749275,17.3625,26.445,26.445,0.006519225459063924,0.027612867596299877,0.0,6071.71544939942,13890.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,ldpc20,8945,0.00568455816445669,0.022358859698155393,4.453549468977082,6193.157406372275,13890.0,28101.0,28101.0,7.7414467579653445,17.3625,35.12625,35.12625,0.00568455816445669,0.022358859698155393,0.0,6193.157406372275,13890.0,28101.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,ldpc100,13292,0.004825053820690294,0.01504664459825459,5.77776105928378,8030.14008426121,13890.0,139221.0,139221.0,10.037675105326512,17.3625,174.02625,174.02625,0.004825053820690294,0.01504664459825459,0.0,8030.14008426121,13890.0,139221.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,hyb4,654,0.0202016946238894,0.3058103975535168,3.302752293577982,47447.32262996942,159552.15,160134.92,160953.0,59.30915328746177,199.4401875,200.16865,201.19125,0.020209328574272118,0.3180428134556575,0.3180428134556575,4689.614678899083,5877.0,5877.0,5877.0,42757.70795107033,153675.15,154257.92,155076.0,10515.871559633028,34370.0,34370.0,34370.0,10517.137614678899,34370.0,34370.0,34370.0,33064.32692307692,34370.0,34370.0,34370.0,33068.307692307695,34370.0,34370.0,34370.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,hyb8,2769,0.008851565621921485,0.07222824124232576,4.012639942217407,16247.759118815457,164112.6,165383.64,166522.0,20.309698898519322,205.14075,206.72955,208.1525,0.008853368656789776,0.07583965330444203,0.07583965330444203,5597.901408450704,11433.0,11433.0,11433.0,10649.857710364753,152679.6,153950.64,155089.0,2484.670639219935,34370.0,34370.0,34370.0,2484.9960274467317,34370.0,34370.0,34370.0,32762.157142857144,34370.0,34370.0,34370.0,32766.44761904762,34370.0,34370.0,34370.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,hyb15,6066,0.006945054108943632,0.03297065611605671,4.423343224530168,11174.041048466865,15279.0,175154.0,176052.0,13.967551310583582,19.09875,218.9425,220.065,0.006945115075393551,0.033300362677217275,0.033300362677217275,6154.71315529179,15279.0,21156.0,21156.0,5019.327893175074,0.0,153998.0,154896.0,1133.2024398285525,0.0,34370.0,34370.0,1133.2222222222222,0.0,34370.0,34370.0,34029.732673267325,34370.0,34370.0,34370.0,34030.32673267327,34370.0,34370.0,34370.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,hybsv4,674,0.021793737818903307,0.29673590504451036,3.311572700296736,172813.353115727,622907.45,626935.21,630823.0,216.01669139465875,778.6343125000001,783.6690125,788.52875,0.02180663222306112,0.31602373887240354,0.31602373887240354,4701.218100890208,5877.0,5877.0,5877.0,168112.1350148368,617030.45,621058.21,624946.0,32907.765578635015,110566.0,110566.0,110566.0,32909.8293768546,110566.0,110566.0,110566.0,104130.67605633802,110566.0,110566.0,110566.0,104137.20657276995,110566.0,110566.0,110566.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,hybsv8,2814,0.009424493655980453,0.07107320540156362,4.055081734186212,47352.279673063254,622975.5,627621.71,633572.0,59.19034959132909,778.719375,784.5271374999999,791.965,0.009427056391752144,0.07640369580668088,0.07640369580668088,5657.034115138593,11433.0,11433.0,11433.0,41695.24555792466,611542.5,616188.71,622139.0,7898.160625444208,110566.0,110566.0,110566.0,7898.486140724946,110566.0,110566.0,110566.0,103374.06511627907,110566.0,110566.0,110566.0,103378.32558139534,110566.0,110566.0,110566.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,hybsv15,7837,0.005667410432835291,0.02551996937603675,4.299476840627792,21421.80209263749,13890.0,633538.56,641939.0,26.777252615796858,17.3625,791.9232,802.42375,0.005667599190005233,0.0259027689166773,0.0259027689166773,5980.2881204542555,13890.0,21156.0,21156.0,15441.513972183233,0.0,612382.56,620783.0,2822.7001403598315,0.0,110566.0,110566.0,2822.73089192293,0.0,110566.0,110566.0,108972.91133004926,110566.0,110566.0,110566.0,108974.0985221675,110566.0,110566.0,110566.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.0,hybptg4,815,0.018556694013867208,0.24539877300613497,3.3374233128834354,277460.18527607364,1286584.0,1288907.1,1289759.0,346.82523159509196,1608.23,1611.133875,1612.19875,0.01863179293570988,0.3030674846625767,0.3030674846625767,4732.965644171779,5877.0,5877.0,5877.0,272727.2196319018,1280707.0,1283030.1,1283882.0,51280.245398773004,208967.0,208967.0,208967.0,51280.245398773004,208967.0,208967.0,208967.0,169204.04858299595,208967.0,208967.0,208967.0,169204.04858299595,208967.0,208967.0,208967.0,0.05766871165644172,0.05766871165644172,1.0,1.1644171779141104,6.2999999999999545,28.0,0.0,0.0,0.0
8.0,hybptg8,3827,0.007047983573581049,0.052260256075254766,3.9623726156258168,68267.64201724589,886290.1,1293269.18,1295972.0,85.33455252155734,1107.862625,1616.5864749999998,1619.965,0.007062768742182222,0.0640188136921871,0.0640188136921871,5524.285602299451,11433.0,11433.0,11433.0,62743.35641494644,874857.1,1281836.18,1284539.0,10920.668931277763,208967.0,208967.0,208967.0,10920.668931277763,208967.0,208967.0,208967.0,170585.306122449,208967.0,208967.0,208967.0,170585.306122449,208967.0,208967.0,208967.0,0.011758557616932322,0.011758557616932322,1.0,0.23726156258165665,0.0,28.0,0.0,0.0,0.0
8.0,hybptg15,7560,0.005994401787671019,0.026455026455026454,4.354365079365079,38995.47830687831,13890.0,1302054.64,1305528.0,48.744347883597875,17.3625,1627.5683000000001,1631.91,0.00599484205253436,0.027248677248677248,0.027248677248677248,6056.95992063492,13890.0,21156.0,21156.0,32938.518386243384,0.0,1280898.64,1284372.0,5528.227513227514,0.0,208967.0,208967.0,5528.227513227514,0.0,208967.0,208967.0,202880.58252427186,208967.0,208967.0,208967.0,202880.58252427186,208967.0,208967.0,208967.0,0.0007936507936507937,0.0007936507936507937,1.0,0.008862433862433862,0.0,19.0,0.0,0.0,0.0
8.5,ldpc4,718,0.014936862339503223,0.2785515320334262,3.264623955431755,4623.977715877438,5877.0,5877.0,5877.0,5.7799721448467976,7.34625,7.34625,7.34625,0.014936862339503223,0.2785515320334262,0.0,4623.977715877438,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.5,ldpc8,3426,0.0064427481113793926,0.05837711617046118,3.8753648569760655,5401.620840630473,11433.0,11433.0,11433.0,6.75202605078809,14.29125,14.29125,14.29125,0.0064427481113793926,0.05837711617046118,0.0,5401.620840630473,11433.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.5,ldpc15,10392,0.003981819481075566,0.01924557351809084,4.084391839876829,5679.398094688222,12501.0,21156.0,21156.0,7.099247618360278,15.62625,26.445,26.445,0.003981819481075566,0.01924557351809084,0.0,5679.398094688222,12501.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.5,ldpc20,11801,0.0038504659869863602,0.016947716295229218,4.242606558766206,5898.420727057029,12501.0,28101.0,28101.0,7.373025908821286,15.62625,35.12625,35.12625,0.0038504659869863602,0.016947716295229218,0.0,5898.420727057029,12501.0,28101.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.5,ldpc100,17851,0.003547465890396474,0.011203854125819281,5.172371295725729,7188.020166937426,12501.0,139221.0,139221.0,8.985025208671782,15.62625,174.02625,174.02625,0.003547465890396474,0.011203854125819281,0.0,7188.020166937426,12501.0,139221.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
8.5,hyb4,740,0.015681472893011354,0.2702702702702703,3.264864864864865,42828.49594594594,159435.6,160185.93,161248.0,53.53561993243243,199.2945,200.2324125,201.56,0.015695216296177834,0.3,0.3,4631.197297297297,5877.0,5877.0,5877.0,38197.29864864865,153558.6,154308.93,155371.0,9295.047297297297,34370.0,34370.0,34370.0,9297.847297297298,34370.0,34370.0,34370.0,30983.49099099099,34370.0,34370.0,34370.0,30992.824324324323,34370.0,34370.0,34370.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0
